,Lat,Lng,Price,Tempature (F),ZipCode
303,28.76,-81.35,137300.0,7.36,32746
304,47.01,-122.88,241300.0,7.22,98501
305,32.82,-96.75,411900.0,5.87,75214
306,33.4,-111.72,185300.0,22.63,85206
307,29.95,-95.26,112300.0,3.36,77396
308,42.05,-87.69,294800.0,-1.0,60201
309,47.07,-122.39,231800.0,7.36,98387
310,34.2,-118.45,425500.0,21.94,91405
311,38.58,-90.43,192300.0,5.5,63122
312,39.25,-76.8,231200.0,3.48,21043
313,32.71,-114.49,122800.0,26.0,85365
314,33.96,-118.31,424600.0,22.01,90047
315,26.61,-81.95,157800.0,11.21,33904
316,32.71,-96.8,51600.0,5.86,75216
317,28.68,-81.28,137500.0,7.66,32708
318,28.58,-81.44,73900.0,8.5,32808
319,32.66,-97.16,140300.0,5.69,76017
320,36.18,-86.6,164600.0,-0.68,37076
321,35.58,-80.87,176300.0,0.51,28117
322,34.05,-81.11,72400.0,3.8,29210
323,38.5,-90.47,161100.0,5.82,63026
324,35.64,-120.7,334300.0,18.45,93446
325,40.38,-104.68,193200.0,13.45,80631
326,25.89,-80.18,221100.0,14.29,33161
327,32.72,-79.95,207200.0,2.18,29412
328,36.36,-119.3,135500.0,15.18,93291
329,39.74,-104.82,225500.0,14.13,80011
330,25.73,-80.36,298700.0,14.28,33165
331,32.19,-110.97,112600.0,22.97,85713
332,40.6,-75.52,160600.0,-2.63,18104
333,34.22,-117.39,227200.0,23.63,92407
334,33.99,-118.33,556600.0,22.0,90043
335,33.72,-112.24,350400.0,22.63,85383
336,39.68,-104.88,247900.0,14.14,80231
337,37.57,-122.37,1528200.0,14.11,94010
338,35.04,-90.07,46300.0,-0.94,38109
339,25.96,-80.18,118700.0,14.29,33179
340,33.7,-84.25,70700.0,2.78,30034
341,47.66,-122.3,736200.0,7.51,98105
342,38.11,-122.25,306100.0,13.01,94590
343,48.32,-122.64,255800.0,8.55,98277
344,44.92,-92.94,172100.0,2.01,55125
345,39.73,-104.91,415000.0,14.14,80220
346,37.04,-76.34,103800.0,1.15,23669
347,45.52,-122.86,258400.0,7.44,97006
348,42.93,-76.56,104200.0,-8.27,13021
349,45.77,-108.5,139200.0,7.0,59101
350,40.4,-86.86,82400.0,-3.5,47905
351,21.41,-157.74,613800.0,26.76,96734
352,41.09,-111.97,170500.0,9.99,84041
353,28.21,-80.69,177100.0,8.01,32940
354,33.96,-118.39,932300.0,21.56,90045
355,33.55,-79.05,146700.0,2.03,29576
356,28.93,-81.93,185600.0,7.02,32159
357,45.5,-122.96,262100.0,7.5,97123
358,32.8,-117.17,440200.0,18.74,92111
359,40.76,-72.99,269900.0,-2.0,11772
360,32.97,-96.79,259100.0,5.87,75248
361,39.15,-84.6,82400.0,-1.59,45211
362,33.38,-111.64,213000.0,22.63,85209
363,35.22,-89.94,56700.0,-0.75,38128
364,39.73,-105.19,335100.0,15.05,80401
365,34.28,-118.5,478700.0,21.93,91344
366,34.53,-82.63,104600.0,4.12,29621
367,38.94,-77.06,617000.0,3.47,20008
368,43.54,-116.57,122300.0,6.74,83686
369,37.76,-87.08,83000.0,-2.3,42303
370,33.56,-112.06,168500.0,22.56,85020
371,33.76,-116.34,276200.0,23.57,92211
372,25.73,-80.41,179600.0,14.29,33175
373,34.03,-84.15,212000.0,2.66,30097
374,43.63,-116.3,159700.0,7.35,83704
375,36.07,-80.3,106300.0,0.0,27103
376,35.85,-78.63,148500.0,-2.63,27609
377,33.37,-117.23,469100.0,20.13,92028
378,33.61,-117.66,471800.0,21.54,92691
379,42.25,-84.39,106600.0,-3.0,49201
380,32.25,-110.89,138500.0,22.96,85712
381,33.91,-80.35,68300.0,3.32,29150
382,40.4,-111.85,240700.0,9.31,84043
383,37.52,-121.93,752400.0,14.18,94539
384,33.44,-117.62,722100.0,20.88,92672
385,42.97,-85.73,129000.0,-0.98,49504
386,33.99,-118.09,428400.0,22.47,90660
387,27.48,-82.62,171600.0,7.5,34209
388,32.67,-117.09,376800.0,19.11,91950
389,38.03,-78.49,209400.0,2.25,22903
390,43.02,-88.02,106600.0,-1.38,53214
391,40.13,-75.53,231900.0,-2.23,19460
392,33.91,-117.79,485800.0,22.33,92886
393,29.92,-95.56,120100.0,3.4,77064
394,33.8,-84.39,333100.0,2.82,30309
395,34.36,-83.89,134900.0,2.31,30506
396,25.6,-80.4,225500.0,14.19,33177
397,39.74,-75.66,201000.0,-2.13,19808
398,32.97,-96.98,237700.0,5.86,75019
399,40.18,-77.0,129600.0,-0.52,17055
400,37.46,-77.4,138100.0,2.0,23228
401,27.27,-82.52,200700.0,8.57,34231
402,42.11,-88.04,192400.0,-0.9,60067
403,47.63,-122.35,671500.0,7.51,98109
404,38.35,-122.69,332400.0,13.19,94928
405,42.13,-87.85,250400.0,-0.89,60062
406,42.95,-87.94,113700.0,-1.38,53221
407,28.02,-80.67,125400.0,7.99,32907
408,39.96,-86.02,154000.0,-2.29,46038
409,41.69,-73.86,168900.0,-5.38,12603
410,37.5,-77.47,76500.0,2.21,23224
411,36.5,-80.61,77400.0,-0.16,27030
412,33.2,-87.56,140700.0,4.0,35401
413,38.59,-121.41,232300.0,13.34,95825
414,36.06,-115.08,136000.0,17.79,89014
415,37.83,-87.56,81300.0,-2.76,42420
416,38.18,-85.52,250100.0,-2.57,40299
417,39.79,-85.81,109900.0,-1.8,46140
418,36.83,-119.83,228300.0,14.17,93711
419,39.49,-77.46,155800.0,1.77,21702
420,40.65,-75.22,116300.0,-2.64,18042
421,43.2,-86.27,86200.0,-0.34,49441
422,41.58,-87.81,115200.0,-1.0,60477
423,40.66,-75.39,159500.0,-2.82,18017
424,34.43,-119.86,563600.0,18.76,93117
425,39.61,-75.67,180600.0,-1.32,19701
426,40.43,-79.87,65500.0,-4.57,15221
427,39.45,-77.33,192000.0,2.6,21701
428,29.72,-95.36,246800.0,3.5,77004
429,33.71,-117.71,439300.0,22.11,92618
430,26.45,-80.13,113300.0,13.8,33484
431,33.87,-84.46,269100.0,2.64,30339
432,28.71,-81.51,122900.0,7.73,32712
433,37.1,-113.58,148700.0,14.0,84770
434,35.34,-119.02,121700.0,14.9,93304
435,42.24,-83.18,52900.0,-3.36,48146
436,34.21,-118.4,483200.0,22.06,91605
437,35.73,-77.92,74500.0,-1.3,27893
438,40.12,-75.33,123600.0,-2.39,19401
439,47.63,-122.32,654500.0,7.51,98102
440,42.7,-84.55,59000.0,-2.38,48910
441,41.49,-90.56,68700.0,0.19,61201
442,35.03,-78.97,74000.0,-0.29,28304
443,36.34,-94.11,111400.0,4.14,72756
444,25.66,-80.44,163400.0,14.16,33196
445,38.62,-121.38,273600.0,13.34,95821
446,45.08,-93.02,201500.0,1.27,55110
447,32.02,-102.15,172900.0,10.49,79707
448,34.06,-81.03,51100.0,3.89,29203
449,37.37,-121.82,688000.0,14.35,95127
450,32.24,-111.02,127000.0,22.98,85745
451,26.45,-80.16,115300.0,13.8,33446
452,32.85,-97.14,177900.0,5.63,76021
453,35.18,-89.86,86700.0,-0.75,38134
454,33.82,-118.27,397900.0,22.01,90745
455,41.77,-88.14,192700.0,-0.91,60540
456,37.8,-122.24,640600.0,13.24,94606
457,33.63,-117.87,914900.0,21.52,92660
458,37.76,-122.4,1342300.0,13.2,94107
459,40.06,-86.02,127600.0,-2.55,46060
460,31.07,-97.39,101300.0,5.1,76502
461,39.68,-83.94,85800.0,-2.28,45385
462,32.34,-110.99,174800.0,22.97,85704
463,41.87,-87.63,367300.0,-0.89,60605
464,47.02,-122.78,218000.0,7.37,98503
465,25.94,-81.7,436800.0,12.0,34145
466,42.79,-83.73,160900.0,-2.71,48430
467,44.88,-93.26,209400.0,1.63,55423
468,33.79,-118.12,595000.0,22.11,90815
469,41.79,-88.17,174900.0,-0.91,60563
470,37.27,-121.85,694600.0,14.35,95136
471,48.18,-122.11,303500.0,8.32,98223
472,35.92,-79.1,213300.0,-1.67,27516
473,42.67,-82.78,97500.0,-3.13,48047
474,40.87,-73.41,482000.0,-2.16,11743
475,38.88,-77.39,282800.0,2.93,22033
476,44.99,-123.02,220100.0,7.2,97303
477,28.27,-81.47,125100.0,9.0,34746
478,36.97,-121.99,781000.0,16.13,95062
479,35.3,-119.11,219300.0,14.9,93311
480,38.7,-90.36,73400.0,5.51,63114
481,41.7,-73.91,152500.0,-5.38,12601
482,38.83,-77.0,236000.0,3.38,20032
483,39.03,-94.47,80200.0,2.16,64133
484,29.14,-81.0,170900.0,5.81,32127
485,61.2,-149.74,171200.0,-1.86,99504
486,42.89,-85.62,150100.0,-0.96,49508
487,33.76,-84.75,78100.0,2.6,30134
488,40.55,-112.3,160300.0,10.01,84074
489,41.82,-86.24,79500.0,-2.38,49120
490,40.11,-83.11,157700.0,-3.83,43017
491,40.04,-84.2,92300.0,-2.57,45373
492,40.47,-88.94,122000.0,1.27,61704
493,39.67,-105.09,237400.0,14.15,80227
494,41.47,-87.08,151200.0,-1.71,46385
495,34.83,-120.43,308100.0,17.53,93455
496,34.18,-118.94,368100.0,21.27,91320
497,38.92,-76.88,180000.0,3.5,20785
498,38.45,-78.87,169400.0,2.3,22801
499,38.69,-121.07,452300.0,13.13,95762
500,43.0,-87.99,116100.0,-1.38,53219
501,25.77,-80.36,170200.0,14.28,33172
502,39.63,-119.71,262900.0,13.18,89436
503,37.32,-89.55,113600.0,-2.96,63701
504,35.63,-78.45,120700.0,-2.11,27520
505,34.5,-117.29,169000.0,23.12,92395
506,34.0,-84.65,149100.0,2.61,30152
507,33.68,-84.16,57600.0,2.89,30038
508,34.15,-118.43,746000.0,22.25,91423
509,33.57,-112.18,136600.0,22.56,85302
510,45.55,-122.5,285500.0,7.43,97230
511,25.74,-80.31,332200.0,14.28,33155
512,25.7,-80.44,152200.0,14.29,33193
513,39.95,-76.71,120800.0,-0.51,17403
514,25.9,-80.31,177500.0,14.29,33014
515,35.58,-80.82,111200.0,0.51,28115
516,43.26,-77.67,121000.0,-6.0,14612
517,30.45,-86.63,98700.0,6.88,32547
518,40.18,-83.09,167600.0,-3.91,43065
519,39.54,-104.97,349200.0,14.15,80126
520,36.15,-115.11,122300.0,17.65,89104
521,43.11,-87.99,55100.0,-2.0,53218
522,36.83,-121.34,436200.0,16.8,95023
523,32.78,-116.92,335600.0,18.93,92019
524,28.08,-82.45,79000.0,7.9,33613
525,39.79,-86.27,94100.0,-2.0,46224
526,34.01,-118.47,1466100.0,21.65,90405
527,33.9,-118.16,361600.0,22.11,90723
528,28.24,-82.7,78700.0,7.57,34653
529,41.61,-93.53,88600.0,0.91,50317
530,46.62,-120.71,203600.0,9.89,98908
531,38.74,-90.62,151900.0,5.83,63304
532,32.79,-115.57,152500.0,25.5,92243
533,47.65,-117.26,167900.0,3.6,99206
534,39.38,-76.73,157100.0,3.01,21208
535,45.0,-122.91,179100.0,7.2,97305
536,42.15,-88.02,125500.0,-1.0,60074
537,39.92,-75.4,249300.0,-2.55,19063
538,37.46,-77.4,104400.0,2.0,23231
539,37.7,-122.12,528900.0,13.29,94578
540,28.66,-81.31,140600.0,7.65,32707
541,37.55,-122.27,1012200.0,14.22,94404
542,37.62,-122.48,822400.0,14.1,94044
543,40.6,-105.06,311900.0,12.29,80524
544,35.49,-81.18,82500.0,1.1,28092
545,39.81,-105.12,327600.0,15.05,80004
546,35.05,-89.93,63000.0,-0.96,38118
547,31.85,-111.0,155400.0,20.95,85614
548,32.44,-81.77,82400.0,3.9,30458
549,25.83,-80.28,252500.0,14.28,33010
550,34.14,-118.24,597200.0,22.45,91205
551,33.92,-117.49,316500.0,23.32,92505
552,34.21,-119.17,379300.0,21.43,93030
553,38.09,-85.65,137900.0,-2.57,40229
554,37.66,-77.53,142900.0,2.29,23060
555,21.39,-157.93,403400.0,26.75,96701
556,34.07,-84.59,131900.0,2.78,30102
557,38.79,-77.28,258100.0,3.14,22015
558,47.49,-111.25,128800.0,6.0,59405
559,39.73,-104.98,377500.0,14.14,80203
560,35.23,-111.57,242900.0,13.62,86004
561,35.16,-89.78,117900.0,-0.46,38018
562,39.52,-119.9,351000.0,12.31,89523
563,34.47,-117.19,172900.0,23.56,92308
564,38.7,-90.46,129400.0,5.5,63146
565,41.38,-83.65,125200.0,-3.86,43402
566,27.48,-82.58,113900.0,7.5,34205
567,36.21,-81.67,169600.0,-1.18,28607
568,36.16,-86.66,177400.0,-0.68,37214
569,35.13,-80.93,130700.0,0.82,28273
570,27.79,-82.72,164300.0,7.72,33710
571,44.03,-91.7,116400.0,0.19,55987
572,41.29,-96.0,89400.0,0.64,68104
573,37.77,-122.41,1187300.0,13.2,94103
574,34.5,-84.93,81500.0,2.17,30701
575,40.59,-80.32,100000.0,-4.5,15001
576,39.13,-86.58,126000.0,-1.72,47403
577,41.53,-81.53,83300.0,-2.64,44121
578,39.89,-105.11,303600.0,14.66,80021
579,42.22,-88.08,208900.0,-1.0,60047
580,40.72,-74.0,3225300.0,-2.39,10013
581,41.6,-83.63,84500.0,-3.88,43614
582,41.87,-88.06,190200.0,-0.91,60137
583,40.19,-75.01,206900.0,-2.54,18966
584,34.8,-82.39,97700.0,4.13,29605
585,39.6,-79.92,157700.0,-4.19,26508
586,40.34,-76.79,150700.0,-1.61,17112
587,40.66,-111.92,150900.0,9.81,84123
588,39.9,-86.18,144300.0,-2.44,46260
589,46.92,-96.83,143700.0,-2.54,58102
590,37.99,-84.18,95800.0,-3.3,40391
591,33.4,-86.83,129000.0,3.0,35226
592,39.95,-83.78,73100.0,-3.5,45503
593,43.09,-75.23,84900.0,-7.0,13501
594,34.27,-77.87,129900.0,0.28,28405
595,27.09,-82.45,227100.0,9.28,34285
596,38.52,-90.3,105900.0,5.5,63125
597,47.56,-122.16,410200.0,7.51,98006
