,Lat,Lng,Price,Tempature (F),ZipCode
286,30.19,-81.61,201800.0,6.42,32257
287,33.35,-111.78,251200.0,22.63,85234
288,39.15,-84.6,107600.0,-1.59,45211
289,33.87,-118.37,933600.0,21.6,90278
290,32.59,-96.94,170100.0,5.51,75104
291,38.84,-76.8,265000.0,2.86,20772
292,35.22,-89.94,73800.0,-0.41,38128
293,39.73,-105.19,478400.0,16.27,80401
294,43.54,-116.57,160500.0,6.75,83686
295,33.76,-116.34,383200.0,23.59,92211
296,30.02,-95.45,143400.0,3.36,77090
297,29.56,-95.27,227500.0,3.5,77581
298,39.18,-77.54,403100.0,2.06,20176
299,41.81,-87.65,153800.0,-1.0,60609
300,37.52,-121.93,1281100.0,14.45,94539
301,33.44,-117.62,883000.0,20.86,92672
302,38.03,-78.49,270500.0,2.25,22903
303,43.02,-88.02,122000.0,-1.38,53214
304,40.59,-73.66,522100.0,-1.73,11561
305,33.8,-84.39,671700.0,3.17,30309
306,34.36,-83.89,191400.0,2.86,30506
307,39.74,-75.66,238600.0,-2.13,19808
308,33.65,-117.59,637300.0,21.53,92688
309,33.87,-118.07,672700.0,22.11,90703
310,37.81,-122.24,1375000.0,13.62,94610
311,47.37,-122.12,377900.0,7.45,98042
312,38.35,-75.53,136600.0,0.5,21804
313,26.72,-80.12,207500.0,13.51,33417
314,37.74,-121.43,383400.0,15.26,95376
315,38.85,-76.89,230000.0,3.12,20747
316,39.83,-89.65,83700.0,2.17,62702
317,34.23,-119.05,561900.0,21.21,93010
318,36.5,-80.61,107400.0,0.41,27030
319,38.16,-79.07,191100.0,0.65,24401
320,39.74,-75.58,153600.0,-1.44,19805
321,36.83,-119.83,314900.0,14.17,93711
322,30.45,-84.32,86900.0,7.01,32304
323,33.88,-117.96,561000.0,22.25,92833
324,39.43,-76.65,341900.0,3.0,21093
325,43.2,-86.27,113400.0,-0.36,49441
326,39.61,-75.67,237700.0,-1.32,19701
327,37.96,-121.97,593800.0,13.79,94521
328,32.25,-110.92,223600.0,22.97,85716
329,33.93,-84.4,395700.0,2.82,30328
330,29.72,-95.36,287300.0,3.5,77004
331,33.82,-84.02,152400.0,2.78,30039
332,35.34,-119.02,158400.0,15.81,93304
333,44.94,-93.22,255400.0,1.87,55406
334,40.7,-73.62,339900.0,-1.67,11550
335,42.24,-83.18,75200.0,-3.18,48146
336,35.73,-77.92,97700.0,-0.98,27893
337,40.12,-75.33,149100.0,-2.39,19401
338,44.78,-93.52,245200.0,2.43,55379
339,35.03,-78.97,87700.0,0.2,28304
340,28.58,-81.48,182300.0,8.99,32818
341,35.52,-97.57,128900.0,8.75,73112
342,30.48,-87.32,133500.0,6.38,32526
343,38.86,-77.06,799300.0,3.62,22202
344,33.79,-118.14,557400.0,22.11,90804
345,26.45,-80.16,332800.0,13.8,33446
346,32.85,-97.14,244500.0,5.63,76021
347,27.91,-82.76,194600.0,7.25,33771
348,29.52,-98.32,144500.0,7.25,78109
349,35.18,-89.86,122000.0,-0.41,38134
350,40.11,-88.24,120300.0,-1.15,61820
351,37.44,-122.19,2077100.0,14.46,94025
352,40.33,-76.4,137800.0,-1.76,17042
353,32.34,-110.99,253500.0,22.98,85704
354,39.21,-76.83,312700.0,3.54,21045
355,42.97,-85.65,135000.0,-0.98,49503
356,34.78,-106.71,123000.0,11.77,87031
357,30.42,-86.89,205600.0,6.89,32566
358,35.87,-80.31,139800.0,0.35,27295
359,33.49,-112.21,159700.0,22.55,85033
360,33.79,-118.12,674400.0,22.11,90815
361,36.83,-119.68,278500.0,14.16,93611
362,36.2,-115.26,229600.0,17.66,89128
363,34.08,-83.93,205500.0,2.78,30519
364,30.33,-81.61,247700.0,6.42,32259
365,42.67,-82.78,228700.0,-3.01,48047
366,44.99,-123.02,255900.0,7.2,97303
367,43.12,-77.73,141400.0,-7.1,14624
368,35.3,-119.11,238400.0,15.83,93311
369,39.03,-94.47,115500.0,2.16,64133
370,27.89,-82.51,285600.0,7.45,33611
371,61.2,-149.74,257300.0,-1.86,99504
372,36.1,-94.17,190500.0,4.0,72703
373,32.39,-89.96,164700.0,4.01,39047
374,42.89,-85.62,164900.0,-0.98,49508
375,39.01,-77.53,442600.0,3.0,20148
376,40.55,-112.3,211400.0,10.0,84074
377,34.98,-90.0,103500.0,-0.4,38671
378,41.45,-81.62,46900.0,-2.9,44105
379,41.88,-87.76,161900.0,-0.9,60644
380,30.51,-97.67,223800.0,6.23,78665
381,34.3,-77.8,225100.0,0.98,28411
382,40.47,-88.94,156100.0,1.25,61704
383,39.67,-105.09,385100.0,15.48,80227
384,28.7,-100.48,138600.0,3.78,78852
385,37.84,-122.28,798800.0,13.62,94608
386,36.06,-90.53,122900.0,-1.04,72450
387,38.92,-76.88,221800.0,3.33,20785
388,41.82,-87.61,227500.0,-1.0,60653
389,21.29,-157.83,706500.0,26.74,96826
390,35.63,-78.45,167400.0,-2.0,27520
391,27.33,-82.47,233500.0,8.14,34232
392,39.86,-88.94,73200.0,1.16,62526
393,34.0,-84.65,184900.0,2.73,30152
394,32.03,-102.09,233800.0,10.49,79705
395,34.83,-87.66,107000.0,1.26,35630
396,37.35,-121.95,1186100.0,14.63,95050
397,33.84,-116.53,474500.0,21.76,92262
398,20.74,-156.45,684900.0,25.3,96753
399,29.87,-90.07,154000.0,5.51,70058
400,40.18,-83.09,242000.0,-3.91,43065
401,36.15,-115.11,185800.0,17.66,89104
402,33.03,-117.09,720400.0,18.09,92127
403,36.83,-121.34,505200.0,16.82,95023
404,33.31,-111.92,259000.0,22.63,85226
405,28.08,-82.45,207600.0,7.92,33613
406,41.26,-95.83,165800.0,0.92,51503
407,34.01,-118.47,1820800.0,21.65,90405
408,28.24,-82.7,151400.0,7.15,34653
409,37.97,-84.47,186900.0,-3.0,40515
410,28.02,-82.46,171900.0,7.93,33604
411,32.53,-92.18,170300.0,3.33,71291
412,38.74,-90.62,211700.0,6.2,63304
413,32.79,-115.57,187200.0,25.5,92243
414,34.2,-84.42,206800.0,2.56,30115
415,42.43,-83.15,60300.0,-3.1,48221
416,25.74,-80.22,780900.0,14.28,33133
417,27.68,-97.36,175100.0,7.29,78414
418,37.46,-77.4,156800.0,2.29,23231
419,37.05,-94.51,99400.0,4.25,64804
420,32.89,-83.75,135300.0,5.39,31210
421,30.23,-93.19,158100.0,5.2,70601
422,36.34,-82.2,118000.0,-3.47,37643
423,33.41,-94.18,111000.0,4.0,75501
424,33.97,-84.32,426900.0,2.7,30338
425,35.05,-89.93,74000.0,-0.5,38118
426,25.77,-80.21,422500.0,14.28,33130
427,35.61,-88.81,72400.0,-0.01,38301
428,34.21,-118.87,645900.0,21.24,91360
429,37.95,-122.07,707500.0,13.61,94523
430,41.66,-81.44,116700.0,-2.45,44095
431,34.21,-119.17,481700.0,21.43,93030
432,38.09,-85.65,166900.0,-2.41,40229
433,34.18,-118.43,782600.0,22.06,91401
434,39.33,-76.78,199000.0,3.08,21244
435,38.79,-77.28,391300.0,2.92,22015
436,33.72,-118.05,758500.0,22.11,92649
437,35.16,-89.78,145500.0,-0.17,38018
438,44.55,-88.1,214100.0,-0.52,54313
439,38.26,-85.67,301500.0,-2.43,40207
440,33.97,-80.94,119400.0,4.13,29209
441,41.38,-83.65,160500.0,-3.72,43402
442,33.62,-84.29,119800.0,3.23,30294
443,32.52,-96.81,191300.0,5.54,75154
444,33.81,-118.35,893100.0,21.69,90505
445,37.34,-77.42,188400.0,1.84,23831
446,27.48,-82.58,182400.0,7.29,34205
447,44.69,-73.47,129600.0,-4.63,12901
448,36.16,-86.66,221800.0,-0.68,37214
449,40.02,-83.08,294100.0,-3.82,43221
450,41.29,-96.0,110000.0,1.28,68104
451,33.82,-118.11,670300.0,22.11,90808
452,45.06,-92.85,317500.0,2.01,55082
453,30.0,-95.28,139200.0,3.36,77338
454,41.53,-81.53,90900.0,-2.64,44121
455,39.89,-105.11,350700.0,15.49,80021
456,42.22,-88.08,316200.0,-1.0,60047
457,26.72,-80.07,290300.0,13.51,33401
458,42.35,-88.05,190800.0,-0.88,60030
459,41.6,-83.63,120800.0,-3.75,43614
460,39.59,-105.08,373700.0,15.48,80128
461,38.72,-121.36,323300.0,13.4,95843
462,37.31,-122.0,1662100.0,14.63,95129
463,25.82,-80.13,1230100.0,14.28,33140
464,38.84,-77.47,383500.0,3.0,20120
465,37.96,-87.53,79800.0,-2.59,47714
466,33.81,-84.28,319800.0,2.82,30033
467,37.76,-121.95,882800.0,13.85,94583
468,32.71,-117.12,439600.0,19.08,92102
469,39.76,-104.97,483300.0,15.47,80205
470,27.09,-82.45,396700.0,9.32,34285
471,43.11,-88.49,230500.0,-1.98,53066
472,41.59,-73.89,252900.0,-5.15,12590
473,42.03,-87.69,313100.0,-1.0,60202
474,30.89,-83.33,115900.0,5.83,31602
475,29.2,-81.04,121100.0,5.76,32114
476,47.72,-116.79,214700.0,3.0,83815
477,35.08,-85.06,204500.0,1.46,37363
478,41.23,-95.88,114200.0,1.26,51501
479,32.52,-84.98,102300.0,5.66,31904
480,38.88,-76.99,801200.0,3.31,20003
481,21.44,-158.18,419800.0,26.75,96792
482,36.09,-80.32,174700.0,0.0,27104
483,33.98,-117.9,542000.0,22.35,91748
484,43.07,-87.91,117100.0,-1.75,53212
485,44.06,-122.92,234200.0,6.59,97478
486,39.85,-86.39,153300.0,-2.48,46112
487,36.62,-79.41,97300.0,-0.38,24540
488,40.92,-81.12,94800.0,-4.0,44601
489,30.28,-81.42,355100.0,6.5,32250
490,27.71,-82.35,207900.0,7.91,33573
491,47.69,-122.38,802100.0,7.45,98117
492,40.65,-73.59,356000.0,-1.67,11520
493,47.57,-94.8,162200.0,-2.88,56601
494,27.98,-81.67,177300.0,9.34,33884
495,37.96,-87.39,162700.0,-2.6,47630
496,38.25,-122.62,581600.0,13.43,94954
497,34.17,-118.4,876500.0,22.25,91607
498,33.69,-84.45,89500.0,2.73,30344
499,39.41,-87.4,106500.0,-3.65,47802
500,27.73,-97.41,124900.0,7.25,78415
501,30.32,-81.72,140100.0,6.42,32205
502,32.33,-95.29,160600.0,5.41,75701
503,38.61,-90.56,246000.0,5.82,63011
504,47.38,-122.29,350700.0,7.27,98032
505,35.72,-86.9,253800.0,-0.34,37174
506,36.28,-115.29,235900.0,17.66,89149
507,29.4,-98.47,109500.0,7.38,78210
508,44.1,-123.13,253500.0,6.59,97404
509,37.54,-122.03,769100.0,14.5,94560
510,33.35,-86.83,230100.0,3.0,35244
511,36.76,-76.34,210800.0,1.0,23323
512,21.5,-158.04,582400.0,26.76,96786
513,42.56,-83.0,185500.0,-3.0,48312
514,45.6,-122.51,334600.0,7.5,98683
515,34.19,-118.82,714300.0,21.24,91362
516,35.18,-83.39,152200.0,-0.25,28734
517,47.39,-122.19,380000.0,7.45,98031
518,34.14,-117.6,468000.0,22.71,91701
519,33.71,-117.87,493400.0,21.78,92707
520,45.51,-122.5,269100.0,7.43,97233
521,33.58,-85.08,123600.0,3.11,30117
522,25.76,-80.19,923600.0,14.28,33131
523,33.8,-116.52,486800.0,21.75,92264
524,41.87,-87.66,556300.0,-0.9,60607
525,33.89,-84.29,329600.0,2.82,30341
526,34.19,-92.04,87300.0,2.52,71603
527,35.76,-78.78,245500.0,-1.2,27511
528,26.24,-80.26,292800.0,14.0,33071
529,30.52,-86.48,246200.0,7.0,32578
530,39.98,-75.31,290600.0,-2.27,19083
531,39.73,-105.03,352100.0,15.47,80204
532,33.47,-111.92,319500.0,22.63,85257
533,32.87,-79.8,347300.0,2.2,29466
534,39.71,-104.97,832400.0,15.47,80209
535,39.85,-75.37,63700.0,-2.36,19013
536,42.0,-87.72,310300.0,-0.91,60659
537,30.62,-87.89,161800.0,6.0,36526
538,45.01,-93.03,214100.0,1.85,55109
539,42.5,-83.1,130200.0,-3.09,48071
540,44.79,-93.22,240200.0,2.22,55122
541,28.07,-82.76,274600.0,7.15,34683
542,33.53,-83.85,127700.0,3.75,30014
543,33.81,-117.85,648400.0,22.37,92867
544,39.08,-76.7,306900.0,3.0,21113
545,35.24,-81.22,107100.0,1.18,28052
546,41.4,-82.0,160400.0,-2.75,44039
547,28.08,-82.73,241700.0,7.15,34684
548,33.32,-112.07,280100.0,22.55,85048
549,30.06,-95.68,209800.0,3.44,77377
550,40.18,-74.91,294100.0,-2.36,19047
551,30.39,-91.0,208600.0,5.0,70817
552,37.06,-120.85,266100.0,14.19,93635
553,27.47,-82.51,205200.0,7.9,34208
554,43.15,-93.2,82600.0,0.0,50401
555,34.22,-118.99,562400.0,21.27,93012
556,34.25,-85.15,128700.0,2.33,30161
557,38.24,-122.13,445100.0,13.27,94534
558,38.06,-87.55,134100.0,-3.39,47711
559,42.9,-78.66,202200.0,-5.25,14086
560,26.67,-81.76,162400.0,11.5,33905
561,30.31,-97.68,356300.0,6.34,78723
562,42.48,-92.37,130700.0,-0.32,50701
563,47.67,-122.38,796700.0,7.51,98107
564,34.16,-118.23,921100.0,22.37,91206
565,40.04,-75.15,111600.0,-2.25,19141
566,38.38,-121.99,423900.0,13.56,95688
567,32.33,-90.85,112900.0,3.54,39180
568,31.27,-85.4,141600.0,7.01,36303
569,45.51,-122.64,614600.0,7.43,97214
570,42.26,-88.0,190900.0,-1.0,60060
571,26.18,-80.13,395200.0,14.0,33334
572,37.99,-121.7,411100.0,13.89,94561
573,36.68,-121.62,355900.0,16.51,93905
574,37.41,-122.08,1557300.0,14.45,94043
575,33.01,-111.93,167500.0,22.72,85138
576,33.47,-117.7,925100.0,20.74,92629
577,40.58,-105.1,334800.0,12.85,80521
578,26.62,-80.06,213700.0,13.39,33460
579,40.81,-91.12,103400.0,1.12,52601
580,28.48,-82.56,148900.0,7.01,34608
581,33.51,-112.06,319000.0,22.55,85014
582,45.79,-122.53,340200.0,7.42,98604
583,37.35,-121.85,687000.0,14.62,95116
584,39.36,-76.59,148500.0,3.42,21239
585,41.35,-83.12,108100.0,-3.39,43420
586,26.18,-80.27,262000.0,14.0,33351
587,39.95,-75.3,133800.0,-2.38,19026
588,37.95,-91.76,120500.0,5.36,65401
589,36.1,-97.06,170200.0,9.02,74074
590,31.74,-106.37,85500.0,11.68,79915
591,35.95,-78.64,248400.0,-2.57,27614
592,40.04,-75.02,128300.0,-2.18,19136
593,27.96,-81.94,204200.0,8.34,33813
594,42.7,-73.86,185000.0,-6.0,12203
595,34.17,-77.87,241900.0,1.52,28409
596,29.95,-90.21,235600.0,5.43,70123
597,38.24,-122.68,770000.0,13.5,94952
598,33.34,-112.17,202600.0,22.55,85339
599,41.29,-96.05,142400.0,1.3,68134
600,35.08,-80.66,187100.0,0.6,28079
601,34.24,-119.18,452200.0,21.61,93036
602,26.63,-81.97,209000.0,11.19,33990
603,28.07,-81.81,160200.0,8.63,33823
604,26.11,-80.23,331200.0,13.99,33317
605,33.84,-117.87,593900.0,22.33,92806
606,25.53,-80.39,224400.0,14.19,33032
607,37.98,-100.86,146000.0,14.0,67846
608,32.6,-93.87,96700.0,5.0,71107
609,39.26,-81.54,83600.0,-2.66,26101
610,33.76,-116.42,498100.0,20.83,92270
611,34.02,-117.85,701700.0,22.35,91789
612,47.58,-122.3,696200.0,7.51,98144
613,36.84,-119.65,379300.0,14.16,93619
614,40.74,-73.76,866500.0,-1.61,11364
615,38.41,-122.73,485600.0,13.61,95407
616,41.71,-83.71,160600.0,-3.78,43560
617,37.69,-92.66,109500.0,5.5,65536
618,42.22,-83.4,159900.0,-3.23,48174
619,41.04,-81.74,164800.0,-3.19,44281
620,30.37,-81.59,154600.0,6.49,32277
621,42.87,-77.28,171800.0,-8.65,14424
622,39.02,-77.01,445300.0,3.19,20901
623,44.5,-87.98,122200.0,-0.51,54302
624,38.0,-84.53,183600.0,-3.0,40503
625,41.1,-80.76,92200.0,-4.19,44515
626,47.57,-122.39,790100.0,7.37,98116
627,34.4,-118.55,565100.0,22.0,91355
628,33.61,-111.72,410900.0,22.63,85268
629,34.07,-117.94,527300.0,22.38,91790
630,40.55,-122.33,227100.0,11.55,96002
631,39.98,-75.25,136300.0,-2.34,19151
632,37.77,-120.84,302500.0,14.6,95361
633,42.54,-83.38,257300.0,-2.92,48322
634,35.63,-78.85,235200.0,-1.21,27540
635,44.96,-123.08,281600.0,7.2,97304
636,33.86,-84.01,164000.0,2.78,30078
637,44.9,-93.1,219600.0,1.86,55118
638,34.79,-82.59,167500.0,4.15,29642
639,32.43,-99.77,119300.0,9.67,79605
640,41.39,-81.74,109000.0,-2.9,44129
641,40.39,-111.79,296900.0,9.31,84003
642,39.18,-77.19,259200.0,3.12,20886
643,38.96,-94.6,188400.0,2.49,64114
644,36.1,-79.27,170500.0,-1.7,27302
645,42.67,-89.0,155000.0,-2.13,53546
646,34.67,-92.35,75600.0,2.64,72209
647,33.93,-116.89,241900.0,24.57,92220
648,46.81,-102.76,198400.0,3.0,58601
649,29.04,-95.44,162100.0,3.87,77566
650,43.59,-116.22,196300.0,8.58,83705
651,34.17,-118.52,731000.0,21.94,91316
652,39.83,-86.14,143300.0,-2.0,46205
653,35.19,-111.66,341400.0,13.71,86001
654,42.93,-85.55,224400.0,-0.97,49546
655,40.06,-75.4,394000.0,-2.38,19087
656,42.76,-78.75,205100.0,-5.79,14127
657,28.47,-82.6,145100.0,7.0,34606
658,32.99,-80.13,156800.0,1.8,29456
659,41.7,-83.57,61000.0,-3.78,43612
660,44.91,-93.45,267300.0,2.39,55343
661,35.08,-106.62,230400.0,11.76,87106
662,39.49,-121.47,223500.0,12.79,95966
663,33.87,-118.33,670100.0,21.89,90504
664,39.23,-76.62,136800.0,3.23,21225
665,40.02,-75.05,109200.0,-2.25,19135
666,38.97,-76.86,278300.0,3.33,20706
667,30.52,-84.26,216600.0,7.02,32312
668,33.69,-112.0,299900.0,22.63,85050
669,47.9,-122.07,463300.0,7.77,98290
670,34.1,-118.05,768400.0,22.42,91780
671,36.13,-96.14,139800.0,7.0,74063
672,42.08,-80.07,143500.0,-5.53,16509
673,42.93,-85.65,113500.0,-0.98,49507
674,26.57,-81.87,191500.0,11.49,33907
675,39.94,-75.26,120900.0,-2.38,19050
676,39.95,-82.93,241200.0,-3.78,43209
677,40.78,-73.25,286300.0,-2.08,11717
678,42.0,-87.81,335900.0,-0.91,60631
679,34.42,-114.12,254600.0,23.54,86406
680,33.39,-84.47,143700.0,3.11,30215
681,29.03,-81.33,180400.0,7.39,32720
682,37.81,-85.46,143500.0,-2.49,40004
683,43.06,-83.33,142200.0,-1.86,48446
684,41.3,-96.1,161200.0,1.56,68164
685,26.33,-81.59,274500.0,12.0,34120
686,36.25,-115.22,237100.0,17.66,89130
687,45.54,-94.18,211100.0,0.89,56301
688,26.38,-80.17,338300.0,14.17,33434
689,39.07,-84.52,167200.0,-1.59,41011
690,37.8,-122.21,945500.0,13.62,94602
691,45.05,-93.25,184800.0,1.87,55421
692,40.29,-84.16,119200.0,-3.14,45365
693,41.68,-85.96,103100.0,-3.17,46516
694,40.65,-111.97,222900.0,9.81,84129
695,33.95,-118.25,355700.0,22.0,90002
696,41.51,-87.96,241600.0,-0.9,60451
697,41.57,-87.54,114600.0,-0.88,60438
698,36.45,-77.67,100100.0,-1.51,27870
699,39.76,-84.06,127400.0,-2.38,45431
700,36.18,-79.81,161200.0,0.0,27455
701,36.5,-86.88,177800.0,-0.3,37172
702,37.02,-93.2,324200.0,5.64,65721
703,28.33,-81.35,185200.0,8.36,34743
704,36.62,-121.79,506400.0,16.52,93955
705,37.27,-122.02,2317100.0,14.63,95070
706,38.86,-77.19,495900.0,3.53,22042
707,33.47,-84.48,170300.0,3.2,30214
708,40.77,-80.36,139900.0,-4.59,15010
709,28.59,-81.23,212100.0,7.59,32817
710,39.12,-121.66,276200.0,13.33,95993
711,42.33,-88.3,173800.0,-1.2,60050
712,30.42,-86.63,171400.0,6.88,32548
713,43.67,-92.98,94000.0,0.0,55912
714,41.68,-86.17,116600.0,-2.88,46545
715,39.91,-77.64,174900.0,1.01,17202
716,41.88,-87.72,173400.0,-0.9,60624
717,44.08,-93.22,156400.0,0.2,55060
718,40.35,-75.94,67200.0,-2.4,19601
719,43.55,-96.74,127700.0,0.72,57104
720,26.02,-80.3,286100.0,14.29,33026
721,42.2,-85.62,158000.0,-2.88,49024
722,34.09,-118.1,655200.0,22.42,91776
723,42.64,-83.05,177200.0,-2.9,48317
724,35.92,-79.0,319600.0,-2.28,27517
725,39.92,-85.37,88600.0,-2.0,47362
726,35.01,-80.93,192700.0,1.12,29715
727,35.98,-84.0,132800.0,-1.67,37921
728,33.43,-79.32,151100.0,1.51,29440
729,37.97,-121.32,242800.0,13.99,95204
730,39.54,-119.84,286600.0,13.2,89503
731,39.43,-81.46,125100.0,-2.41,45750
732,30.18,-92.05,191200.0,5.01,70503
733,37.46,-77.4,251200.0,2.0,23233
734,43.42,-88.18,187600.0,-1.99,53095
735,39.37,-76.8,225800.0,3.08,21133
736,34.22,-118.37,505400.0,22.06,91352
737,21.3,-157.7,911700.0,25.75,96825
738,38.9,-94.7,312200.0,2.5,66213
739,32.83,-97.1,195000.0,5.63,76040
740,40.16,-76.6,188200.0,-1.44,17022
741,47.69,-116.78,298400.0,3.0,83814
742,36.94,-120.08,219800.0,14.0,93637
743,35.31,-81.56,110200.0,1.21,28150
744,39.37,-104.86,358900.0,14.2,80104
745,26.32,-80.28,354200.0,14.17,33076
746,41.57,-90.6,145200.0,0.18,52806
747,33.88,-80.4,127500.0,3.31,29154
748,34.28,-118.88,559200.0,21.27,93021
749,40.03,-82.91,83300.0,-3.9,43219
750,42.88,-73.99,169700.0,-6.02,12302
751,43.17,-77.68,117900.0,-7.13,14606
752,37.35,-79.16,155400.0,2.0,24501
753,33.88,-118.22,388400.0,22.0,90221
754,33.19,-111.53,178900.0,22.5,85140
755,30.39,-86.35,430700.0,7.57,32550
756,38.95,-77.23,655800.0,3.67,22102
757,43.33,-73.68,216900.0,-5.98,12804
758,35.56,-97.64,141000.0,8.75,73132
759,41.58,-85.86,133400.0,-3.0,46526
760,41.88,-87.98,231400.0,-0.92,60181
761,39.64,-104.9,452500.0,15.47,80237
762,40.76,-86.36,73700.0,-3.15,46947
763,35.05,-80.99,252500.0,1.12,29708
764,38.75,-104.72,221700.0,12.9,80911
765,34.95,-120.43,344200.0,17.42,93454
766,35.69,-81.36,126600.0,1.28,28602
767,33.63,-112.13,211500.0,22.55,85053
768,32.42,-97.77,180700.0,6.25,76048
769,26.18,-97.75,117300.0,4.49,78552
770,37.33,-121.79,859400.0,14.62,95148
771,41.76,-88.02,269500.0,-0.91,60516
772,40.26,-74.96,356700.0,-2.32,18940
773,29.16,-81.03,176800.0,5.81,32119
774,28.77,-81.64,224300.0,9.2,32757
775,44.21,-88.42,146000.0,-0.57,54952
776,41.17,-73.85,381400.0,-3.07,10562
777,30.3,-97.82,810600.0,6.51,78746
778,38.93,-104.85,338100.0,12.45,80919
779,30.49,-90.47,162700.0,5.33,70403
780,38.69,-77.2,393200.0,2.92,22079
781,37.26,-121.89,1050000.0,14.62,95118
782,34.02,-118.2,432800.0,22.5,90023
783,36.03,-95.93,204000.0,6.8,74137
784,37.81,-122.29,727500.0,13.58,94607
785,44.93,-93.17,356900.0,1.86,55105
786,38.57,-121.47,575600.0,13.4,95816
787,34.1,-117.91,474500.0,22.38,91722
788,39.49,-76.67,307100.0,3.01,21030
789,36.08,-79.09,226100.0,-2.42,27278
790,40.65,-112.01,189600.0,9.81,84118
791,38.22,-85.22,174300.0,-2.0,40065
792,40.31,-111.7,238200.0,9.32,84057
793,30.61,-87.33,163600.0,6.38,32533
794,47.21,-122.41,233800.0,7.4,98404
795,41.17,-111.98,204700.0,9.57,84405
796,37.52,-77.44,237800.0,2.21,23238
797,33.55,-81.72,147300.0,5.31,29801
798,38.39,-122.84,872800.0,13.52,95472
799,37.96,-121.26,190000.0,13.99,95205
800,38.38,-75.63,159900.0,0.72,21801
801,38.84,-77.09,568500.0,3.62,22206
802,47.13,-122.41,261200.0,7.36,98445
803,40.7,-75.29,205900.0,-2.8,18045
804,31.54,-97.19,134700.0,4.87,76710
805,28.6,-81.35,391700.0,7.86,32789
806,46.72,-100.68,243900.0,2.65,58504
807,39.04,-95.72,88100.0,4.59,66604
808,40.62,-74.01,922100.0,-2.01,11228
809,42.64,-83.35,146500.0,-2.91,48328
810,47.42,-120.27,306400.0,7.44,98802
811,37.92,-122.07,871300.0,13.61,94597
812,33.97,-118.35,492800.0,21.89,90302
813,34.74,-92.42,161900.0,3.73,72211
814,31.58,-84.21,80500.0,7.26,31707
815,32.37,-90.13,133300.0,4.01,39211
816,42.28,-87.95,346700.0,-1.0,60048
817,42.91,-78.7,135600.0,-5.25,14043
818,30.66,-96.34,161300.0,3.5,77802
819,37.33,-120.51,236300.0,13.24,95348
820,47.31,-122.27,343300.0,7.27,98001
821,46.81,-92.2,205300.0,1.32,55811
822,30.16,-85.65,123600.0,8.48,32401
823,32.71,-96.84,142100.0,5.63,75224
824,37.67,-77.33,250300.0,2.29,23116
825,34.18,-119.22,612500.0,21.62,93035
826,47.5,-122.36,451800.0,7.3,98146
827,40.73,-73.43,415200.0,-1.6,11735
828,41.31,-81.83,183600.0,-2.89,44136
829,41.98,-91.71,132400.0,0.41,52405
830,35.78,-90.77,145000.0,-0.34,72404
831,40.9,-80.86,111100.0,-3.85,44460
832,34.23,-77.94,137600.0,1.51,28401
833,25.75,-80.23,417800.0,14.28,33145
834,45.54,-122.64,683100.0,7.5,97212
835,33.43,-112.28,192000.0,22.55,85353
836,33.89,-118.35,563400.0,21.89,90260
837,37.55,-97.25,168000.0,8.59,67037
838,39.67,-104.93,426600.0,15.47,80222
839,28.45,-81.47,265300.0,8.99,32819
840,38.22,-85.69,269900.0,-2.43,40205
841,39.29,-84.53,117900.0,-1.6,45240
842,46.6,-120.51,199000.0,9.88,98901
843,39.51,-104.72,464800.0,14.97,80138
844,34.49,-92.59,130000.0,3.23,72015
845,30.66,-91.14,207200.0,5.0,70791
846,29.13,-82.3,183100.0,7.81,34481
847,35.25,-85.16,180400.0,1.44,37379
848,42.03,-87.75,285500.0,-0.91,60077
849,37.91,-122.05,1044300.0,13.61,94596
850,27.08,-80.15,340400.0,10.71,33455
851,42.89,-85.76,184200.0,-0.99,49418
852,41.67,-83.61,101800.0,-3.78,43606
853,41.85,-88.31,249600.0,-0.89,60510
854,30.63,-97.67,202500.0,6.1,78626
855,40.71,-111.89,221700.0,9.81,84115
856,45.51,-122.69,850900.0,7.5,97201
857,39.79,-86.16,132700.0,-2.0,46202
858,39.04,-77.61,354000.0,3.14,20175
859,30.28,-98.88,340900.0,7.02,78624
860,26.01,-80.12,631800.0,14.29,33019
861,35.53,-77.39,142000.0,-0.34,28590
862,38.54,-122.81,559300.0,13.52,95492
863,42.56,-83.48,209600.0,-2.92,48390
864,39.92,-75.23,70100.0,-2.38,19142
865,35.08,-89.85,153700.0,-0.5,38119
866,39.23,-85.89,148200.0,-1.74,47203
867,42.02,-87.87,249700.0,-0.92,60018
868,30.35,-81.42,254300.0,6.5,32233
869,38.25,-85.7,178100.0,-2.28,40206
870,42.43,-83.48,286100.0,-2.92,48167
871,32.34,-90.32,129900.0,3.6,39056
872,33.51,-112.41,235900.0,22.62,85340
873,33.61,-112.32,174200.0,22.62,85335
874,28.19,-82.76,128000.0,7.15,34691
875,28.8,-81.73,179800.0,8.57,32778
876,36.1,-95.92,156700.0,6.75,74135
877,28.67,-81.36,197000.0,7.79,32701
878,43.11,-76.19,123500.0,-6.36,13088
879,40.66,-73.76,454300.0,-1.73,11413
880,32.11,-81.25,168300.0,5.37,31322
881,32.33,-80.84,287200.0,4.68,29909
882,27.73,-97.39,146600.0,7.25,78411
883,35.99,-95.81,144600.0,6.81,74011
884,29.94,-90.03,127000.0,5.41,70114
